positive  	UNI_food:1 UNI_excellent:1 UNI_every:1 UNI_chance:1 UNI_get:3 UNI_eat:1 UNI_early:1 UNI_always:1 UNI_crowded:1 BIGRAM_food_excellent:1 BIGRAM_excellent_every:1 BIGRAM_every_chance:1 BIGRAM_chance_get:1 BIGRAM_get_eat:1 BIGRAM_eat_get:1 BIGRAM_get_early:1 BIGRAM_early_always:1 BIGRAM_always_crowded:1 
positive  	UNI_place:1 UNI_wife:1 UNI_another:1 UNI_couple:1 UNI_ate:1 UNI_recently:1 UNI_one:1 UNI_coworkers:1 UNI_recommeded:1 UNI_twigs:1 UNI_true:1 UNI_fine:1 UNI_dining:1 UNI_mountain:1 UNI_experience:1 UNI_everything:1 UNI_amazing:1 UNI_service:1 UNI_food:1 UNI_people:1 UNI_ended:1 UNI_staying:1 UNI_4:1 UNI_hours:1 UNI_afterward:1 UNI_went:1 UNI_bar:1 UNI_fireplace:1 UNI_wooden:1 UNI_chairs:1 UNI_perfect:1 UNI_cozy:1 UNI_return:1 BIGRAM_place_wife:1 BIGRAM_wife_another:1 BIGRAM_another_couple:1 BIGRAM_couple_ate:1 BIGRAM_ate_recently:1 BIGRAM_recently_one:1 BIGRAM_one_coworkers:1 BIGRAM_coworkers_recommeded:1 BIGRAM_recommeded_twigs:1 BIGRAM_twigs_true:1 BIGRAM_true_fine:1 BIGRAM_fine_dining:1 BIGRAM_dining_mountain:1 BIGRAM_mountain_experience:1 BIGRAM_experience_everything:1 BIGRAM_everything_amazing:1 BIGRAM_amazing_service:1 BIGRAM_service_food:1 BIGRAM_food_people:1 BIGRAM_people_ended:1 BIGRAM_ended_staying:1 BIGRAM_staying_4:1 BIGRAM_4_hours:1 BIGRAM_hours_afterward:1 BIGRAM_afterward_went:1 BIGRAM_went_bar:1 BIGRAM_bar_fireplace:1 BIGRAM_fireplace_wooden:1 BIGRAM_wooden_chairs:1 BIGRAM_chairs_perfect:1 BIGRAM_perfect_cozy:1 BIGRAM_cozy_return:1 
positive  	UNI_best:3 UNI_kept:1 UNI_secret:1 UNI_springfield:1 UNI_one:1 UNI_numerous:1 UNI_times:1 UNI_never:1 UNI_waited:1 UNI_line:1 UNI_ribs:3 UNI_found:1 UNI_eastern:1 UNI_us:1 UNI_bar:1 UNI_none:1 UNI_try:1 UNI_loaded:1 UNI_baked:1 UNI_potato:1 UNI_'s:1 UNI_true:1 UNI_eating:1 UNI_experience:1 UNI_former:1 UNI_red:1 UNI_river:1 UNI_roadhouse:1 BIGRAM_best_kept:1 BIGRAM_kept_secret:1 BIGRAM_secret_springfield:1 BIGRAM_springfield_one:1 BIGRAM_one_numerous:1 BIGRAM_numerous_times:1 BIGRAM_times_never:1 BIGRAM_never_waited:1 BIGRAM_waited_line:1 BIGRAM_line_ribs:1 BIGRAM_ribs_best:1 BIGRAM_best_ribs:1 BIGRAM_ribs_found:1 BIGRAM_found_eastern:1 BIGRAM_eastern_us:1 BIGRAM_us_bar:1 BIGRAM_bar_none:1 BIGRAM_none_try:1 BIGRAM_try_loaded:1 BIGRAM_loaded_baked:1 BIGRAM_baked_potato:1 BIGRAM_potato_'s:1 BIGRAM_'s_true:1 BIGRAM_true_eating:1 BIGRAM_eating_experience:1 BIGRAM_experience_former:1 BIGRAM_former_red:1 BIGRAM_red_river:1 BIGRAM_river_roadhouse:1 
positive  	UNI_went:1 UNI_brunch:1 UNI_wonderfull:1 UNI_also:1 UNI_dinner:1 UNI_previously:1 UNI_great:3 UNI_food:1 UNI_atmosphere:1 BIGRAM_went_brunch:1 BIGRAM_brunch_wonderfull:1 BIGRAM_wonderfull_also:1 BIGRAM_also_dinner:1 BIGRAM_dinner_previously:1 BIGRAM_previously_great:1 BIGRAM_great_food:1 BIGRAM_food_great:1 BIGRAM_great_atmosphere:1 
positive  	UNI_fun:1 UNI_relaxed:1 UNI_place:1 UNI_eat:1 UNI_people:1 UNI_work:1 UNI_always:1 UNI_pleasant:1 UNI_helpful:1 UNI_go:3 UNI_often:1 UNI_love:1 UNI_order:1 UNI_food:1 UNI_bring:1 UNI_car:1 UNI_pay:1 UNI_great:1 BIGRAM_fun_relaxed:1 BIGRAM_relaxed_place:1 BIGRAM_place_eat:1 BIGRAM_eat_people:1 BIGRAM_people_work:1 BIGRAM_work_always:1 BIGRAM_always_pleasant:1 BIGRAM_pleasant_helpful:1 BIGRAM_helpful_go:1 BIGRAM_go_often:1 BIGRAM_often_love:1 BIGRAM_love_order:1 BIGRAM_order_food:1 BIGRAM_food_go:1 BIGRAM_go_bring:1 BIGRAM_bring_car:1 BIGRAM_car_pay:1 BIGRAM_pay_great:1 
positive  	UNI_overall:1 UNI_dining:1 UNI_experience:1 UNI_die:1 UNI_always:1 UNI_enjoy:1 UNI_food:3 UNI_service:1 UNI_thats:1 UNI_keeps:1 UNI_coming:1 UNI_back:1 UNI_something:1 UNI_bad:1 UNI_thing:1 UNI_say:1 UNI_visit:1 UNI_april:1 UNI_6th:1 UNI_2005:1 UNI_sushi:1 UNI_order:1 UNI_took:1 UNI_anywhere:1 UNI_thirty:1 UNI_fourty:1 UNI_five:1 UNI_minutes:1 UNI_get:1 UNI_date:1 UNI_i.:1 UNI_returning:1 UNI_eat:1 UNI_many:1 UNI_years:1 UNI_come:1 BIGRAM_overall_dining:1 BIGRAM_dining_experience:1 BIGRAM_experience_die:1 BIGRAM_die_always:1 BIGRAM_always_enjoy:1 BIGRAM_enjoy_food:1 BIGRAM_food_service:1 BIGRAM_service_thats:1 BIGRAM_thats_keeps:1 BIGRAM_keeps_coming:1 BIGRAM_coming_back:1 BIGRAM_back_food:1 BIGRAM_food_something:1 BIGRAM_something_bad:1 BIGRAM_bad_thing:1 BIGRAM_thing_say:1 BIGRAM_say_visit:1 BIGRAM_visit_april:1 BIGRAM_april_6th:1 BIGRAM_6th_2005:1 BIGRAM_2005_sushi:1 BIGRAM_sushi_order:1 BIGRAM_order_took:1 BIGRAM_took_anywhere:1 BIGRAM_anywhere_thirty:1 BIGRAM_thirty_fourty:1 BIGRAM_fourty_five:1 BIGRAM_five_minutes:1 BIGRAM_minutes_get:1 BIGRAM_get_date:1 BIGRAM_date_i.:1 BIGRAM_i._returning:1 BIGRAM_returning_eat:1 BIGRAM_eat_many:1 BIGRAM_many_years:1 BIGRAM_years_come:1 
positive  	UNI_fantastic:1 UNI_sandwiches:1 UNI_soups:1 UNI_great:1 UNI_value:1 UNI_first-quality:1 UNI_ingredients:1 UNI_staff:1 UNI_friendly:1 UNI_courteous:1 UNI_little:1 UNI_courtyard:1 UNI_front:1 UNI_adorable:1 UNI_excellent:1 UNI_choice:1 UNI_lunch:1 UNI_road:1 BIGRAM_fantastic_sandwiches:1 BIGRAM_sandwiches_soups:1 BIGRAM_soups_great:1 BIGRAM_great_value:1 BIGRAM_value_first-quality:1 BIGRAM_first-quality_ingredients:1 BIGRAM_ingredients_staff:1 BIGRAM_staff_friendly:1 BIGRAM_friendly_courteous:1 BIGRAM_courteous_little:1 BIGRAM_little_courtyard:1 BIGRAM_courtyard_front:1 BIGRAM_front_adorable:1 BIGRAM_adorable_excellent:1 BIGRAM_excellent_choice:1 BIGRAM_choice_lunch:1 BIGRAM_lunch_road:1 
positive  	UNI_great:3 UNI_place:1 UNI_go:1 UNI_atmosphere:1 UNI_food:1 BIGRAM_great_place:1 BIGRAM_place_go:1 BIGRAM_go_great:1 BIGRAM_great_atmosphere:1 BIGRAM_atmosphere_great:1 BIGRAM_great_food:1 
positive  	UNI_log:1 UNI_house:1 UNI_located:1 UNI_route:1 UNI_44:1 UNI_new:1 UNI_hartford:1 UNI_winsted:1 UNI_ct:1 UNI_family-oriented:1 UNI_restaurant:3 UNI_business:1 UNI_many:1 UNI_years:1 UNI_justly:1 UNI_menu:3 UNI_offers:1 UNI_everything:1 UNI_pot:1 UNI_roast:1 UNI_prime:1 UNI_rib:1 UNI_fish:1 UNI_chips:1 UNI_broiled:1 UNI_fresh:1 UNI_scallops:1 UNI_weekends:1 UNI_home:1 UNI_made:1 UNI_banana:1 UNI_cream:1 UNI_chocolate:1 UNI_fruit:1 UNI_pies:1 UNI_room:1 UNI_sunday:1 UNI_breakfast:1 UNI_buffet:1 UNI_gourmet:1 UNI_pricey:1 UNI_wine:1 UNI_cellar:1 UNI_'d:1 UNI_proud:1 UNI_great:1 UNI_place:1 UNI_good:3 UNI_meal:1 UNI_'re:1 UNI_northwest:1 UNI_hills:1 UNI_connecticut:1 UNI_locals:1 UNI_always:3 UNI_busy:1 UNI_wo:1 UNI_n't:1 UNI_break:1 UNI_budget:1 UNI_try:1 UNI_'em:1 UNI_'ll:1 UNI_glad:1 BIGRAM_log_house:1 BIGRAM_house_located:1 BIGRAM_located_route:1 BIGRAM_route_44:1 BIGRAM_44_new:1 BIGRAM_new_hartford:1 BIGRAM_hartford_winsted:1 BIGRAM_winsted_ct:1 BIGRAM_ct_family-oriented:1 BIGRAM_family-oriented_restaurant:1 BIGRAM_restaurant_business:1 BIGRAM_business_many:1 BIGRAM_many_years:1 BIGRAM_years_justly:1 BIGRAM_justly_menu:1 BIGRAM_menu_offers:1 BIGRAM_offers_everything:1 BIGRAM_everything_pot:1 BIGRAM_pot_roast:1 BIGRAM_roast_prime:1 BIGRAM_prime_rib:1 BIGRAM_rib_fish:1 BIGRAM_fish_chips:1 BIGRAM_chips_broiled:1 BIGRAM_broiled_fresh:1 BIGRAM_fresh_scallops:1 BIGRAM_scallops_weekends:1 BIGRAM_weekends_home:1 BIGRAM_home_made:1 BIGRAM_made_banana:1 BIGRAM_banana_cream:1 BIGRAM_cream_chocolate:1 BIGRAM_chocolate_fruit:1 BIGRAM_fruit_pies:1 BIGRAM_pies_room:1 BIGRAM_room_sunday:1 BIGRAM_sunday_breakfast:1 BIGRAM_breakfast_buffet:1 BIGRAM_buffet_gourmet:1 BIGRAM_gourmet_pricey:1 BIGRAM_pricey_menu:1 BIGRAM_menu_wine:1 BIGRAM_wine_cellar:1 BIGRAM_cellar_'d:1 BIGRAM_'d_proud:1 BIGRAM_proud_great:1 BIGRAM_great_place:1 BIGRAM_place_good:1 BIGRAM_good_meal:1 BIGRAM_meal_'re:1 BIGRAM_'re_northwest:1 BIGRAM_northwest_hills:1 BIGRAM_hills_connecticut:1 BIGRAM_connecticut_locals:1 BIGRAM_locals_restaurant:1 BIGRAM_restaurant_always:1 BIGRAM_always_busy:1 BIGRAM_busy_always:1 BIGRAM_always_good:1 BIGRAM_good_wo:1 BIGRAM_wo_n't:1 BIGRAM_n't_break:1 BIGRAM_break_budget:1 BIGRAM_budget_try:1 BIGRAM_try_'em:1 BIGRAM_'em_'ll:1 BIGRAM_'ll_glad:1 
positive  	UNI_blast:1 UNI_chefs:1 UNI_much:1 UNI_fun:1 UNI_fish:1 UNI_melted:1 UNI_mouth:1 UNI_like:1 UNI_butter:1 UNI_everything:1 UNI_delicious:1 UNI_highly:1 UNI_recomend:1 UNI_want:1 UNI_great:3 UNI_food:1 UNI_service:1 UNI_lots:1 UNI_people:1 UNI_celebrity:1 UNI_watching:1 UNI_cool:1 UNI_spot:1 BIGRAM_blast_chefs:1 BIGRAM_chefs_much:1 BIGRAM_much_fun:1 BIGRAM_fun_fish:1 BIGRAM_fish_melted:1 BIGRAM_melted_mouth:1 BIGRAM_mouth_like:1 BIGRAM_like_butter:1 BIGRAM_butter_everything:1 BIGRAM_everything_delicious:1 BIGRAM_delicious_highly:1 BIGRAM_highly_recomend:1 BIGRAM_recomend_want:1 BIGRAM_want_great:1 BIGRAM_great_food:1 BIGRAM_food_great:1 BIGRAM_great_service:1 BIGRAM_service_lots:1 BIGRAM_lots_people:1 BIGRAM_people_celebrity:1 BIGRAM_celebrity_watching:1 BIGRAM_watching_cool:1 BIGRAM_cool_spot:1 
positive  	UNI_excellent:1 UNI_enjoyable:1 BIGRAM_excellent_enjoyable:1 
positive  	UNI_place:1 UNI_spectacular:1 UNI_food:1 UNI_chicken:1 UNI_saltimbocca:1 UNI_die:1 UNI_tasty:1 UNI_everything:1 UNI_menu:1 UNI_excellent:1 UNI_owner:1 UNI_friendly:1 UNI_mingles:1 UNI_customers:1 BIGRAM_place_spectacular:1 BIGRAM_spectacular_food:1 BIGRAM_food_chicken:1 BIGRAM_chicken_saltimbocca:1 BIGRAM_saltimbocca_die:1 BIGRAM_die_tasty:1 BIGRAM_tasty_everything:1 BIGRAM_everything_menu:1 BIGRAM_menu_excellent:1 BIGRAM_excellent_owner:1 BIGRAM_owner_friendly:1 BIGRAM_friendly_mingles:1 BIGRAM_mingles_customers:1 
positive  	UNI_great:3 UNI_cool:1 UNI_young:1 UNI_steakhouse:1 UNI_outside:1 UNI_dining:1 UNI_large:1 UNI_banquet:1 UNI_rooms:1 BIGRAM_great_cool:1 BIGRAM_cool_young:1 BIGRAM_young_steakhouse:1 BIGRAM_steakhouse_great:1 BIGRAM_great_outside:1 BIGRAM_outside_dining:1 BIGRAM_dining_large:1 BIGRAM_large_banquet:1 BIGRAM_banquet_rooms:1 
positive  	UNI_love:1 UNI_todai:1 UNI_'s:1 UNI_return:1 BIGRAM_love_todai:1 BIGRAM_todai_'s:1 BIGRAM_'s_return:1 
positive  	UNI_excellent:1 UNI_restaurant:1 UNI_served:1 UNI_us:3 UNI_superbly:1 UNI_beginning:1 UNI_host:1 UNI_way:1 UNI_management:1 UNI_even:3 UNI_working:1 UNI_hard:1 UNI_make:1 UNI_satisfied:1 UNI_ready:1 BIGRAM_excellent_restaurant:1 BIGRAM_restaurant_served:1 BIGRAM_served_us:1 BIGRAM_us_superbly:1 BIGRAM_superbly_beginning:1 BIGRAM_beginning_host:1 BIGRAM_host_way:1 BIGRAM_way_management:1 BIGRAM_management_even:1 BIGRAM_even_working:1 BIGRAM_working_hard:1 BIGRAM_hard_make:1 BIGRAM_make_us:1 BIGRAM_us_even:1 BIGRAM_even_satisfied:1 BIGRAM_satisfied_ready:1 
positive  	UNI_place:3 UNI_great:1 UNI_humus:1 UNI_sauces:1 UNI_a++:1 UNI_ask:1 UNI_hot:1 UNI_sauce:1 UNI_owner:1 UNI_make:1 UNI_looking:1 UNI_good:1 UNI_fresh:1 UNI_healthy:1 UNI_food:1 UNI_th:1 UNI_eat:1 UNI_time:1 BIGRAM_place_great:1 BIGRAM_great_humus:1 BIGRAM_humus_sauces:1 BIGRAM_sauces_a++:1 BIGRAM_a++_ask:1 BIGRAM_ask_hot:1 BIGRAM_hot_sauce:1 BIGRAM_sauce_owner:1 BIGRAM_owner_make:1 BIGRAM_make_looking:1 BIGRAM_looking_good:1 BIGRAM_good_fresh:1 BIGRAM_fresh_healthy:1 BIGRAM_healthy_food:1 BIGRAM_food_th:1 BIGRAM_th_place:1 BIGRAM_place_eat:1 BIGRAM_eat_time:1 
positive  	UNI_emeril:1 UNI_lagasse:1 UNI_'s:3 UNI_first:1 UNI_restaurant:3 UNI_florida:1 UNI_must:1 UNI_make:3 UNI_reservations:1 UNI_least:3 UNI_3:1 UNI_months:1 UNI_advance:1 UNI_would:1 UNI_like:1 UNI_dine:1 UNI_prior:1 UNI_9:1 UNI_pm:1 UNI_food:1 UNI_preparations:1 UNI_superior:1 UNI_entree:1 UNI_2-3:1 UNI_sauces/garnishes:1 UNI_great:1 UNI_presentation:1 UNI_signature:1 UNI_dish:1 UNI_andouille:1 UNI_encrusted:1 UNI_red:1 UNI_fish-:1 UNI_missed:3 UNI_offers:1 UNI_tasting:1 UNI_menu:1 UNI_good:1 UNI_choice:1 UNI_undecided:1 UNI_foodie:1 UNI_wine:3 UNI_list:1 UNI_extensive:1 UNI_wins:1 UNI_many:1 UNI_awards:1 UNI_however:1 UNI_novice:1 UNI_drinkers:1 UNI_tough:1 UNI_find:1 UNI_bottle:1 UNI_35:1 UNI_establishment:1 BIGRAM_emeril_lagasse:1 BIGRAM_lagasse_'s:1 BIGRAM_'s_first:1 BIGRAM_first_restaurant:1 BIGRAM_restaurant_florida:1 BIGRAM_florida_must:1 BIGRAM_must_make:1 BIGRAM_make_reservations:1 BIGRAM_reservations_least:1 BIGRAM_least_3:1 BIGRAM_3_months:1 BIGRAM_months_advance:1 BIGRAM_advance_would:1 BIGRAM_would_like:1 BIGRAM_like_dine:1 BIGRAM_dine_prior:1 BIGRAM_prior_9:1 BIGRAM_9_pm:1 BIGRAM_pm_food:1 BIGRAM_food_preparations:1 BIGRAM_preparations_superior:1 BIGRAM_superior_entree:1 BIGRAM_entree_least:1 BIGRAM_least_2-3:1 BIGRAM_2-3_sauces/garnishes:1 BIGRAM_sauces/garnishes_make:1 BIGRAM_make_great:1 BIGRAM_great_presentation:1 BIGRAM_presentation_restaurant:1 BIGRAM_restaurant_'s:1 BIGRAM_'s_signature:1 BIGRAM_signature_dish:1 BIGRAM_dish_andouille:1 BIGRAM_andouille_encrusted:1 BIGRAM_encrusted_red:1 BIGRAM_red_fish-:1 BIGRAM_fish-_missed:1 BIGRAM_missed_restaurant:1 BIGRAM_restaurant_offers:1 BIGRAM_offers_tasting:1 BIGRAM_tasting_menu:1 BIGRAM_menu_good:1 BIGRAM_good_choice:1 BIGRAM_choice_undecided:1 BIGRAM_undecided_foodie:1 BIGRAM_foodie_wine:1 BIGRAM_wine_list:1 BIGRAM_list_extensive:1 BIGRAM_extensive_wins:1 BIGRAM_wins_many:1 BIGRAM_many_awards:1 BIGRAM_awards_however:1 BIGRAM_however_novice:1 BIGRAM_novice_wine:1 BIGRAM_wine_drinkers:1 BIGRAM_drinkers_tough:1 BIGRAM_tough_find:1 BIGRAM_find_bottle:1 BIGRAM_bottle_35:1 BIGRAM_35_establishment:1 BIGRAM_establishment_missed:1 
positive  	UNI_coconut:1 UNI_shrimp:1 UNI_best:1 UNI_great:1 UNI_service:1 BIGRAM_coconut_shrimp:1 BIGRAM_shrimp_best:1 BIGRAM_best_great:1 BIGRAM_great_service:1 
positive  	UNI_went:1 UNI_magnolias:1 UNI_three:1 UNI_friends:1 UNI_friday:1 UNI_night:1 UNI_decided:1 UNI_try:1 UNI_hearing:1 UNI_good:1 UNI_things:1 UNI_since:1 UNI_re-opened:1 UNI_new:1 UNI_management:1 UNI_could:3 UNI_n't:1 UNI_happier:1 UNI_experience:1 UNI_food:3 UNI_excellent:1 UNI_reasonably:1 UNI_priced:1 UNI_considering:1 UNI_charge:1 UNI_high:1 UNI_quality:3 UNI_everything:1 UNI_fresh:1 UNI_made:1 UNI_scratch:1 UNI_opinion:1 UNI_search:1 UNI_orange:1 UNI_park:1 BIGRAM_went_magnolias:1 BIGRAM_magnolias_three:1 BIGRAM_three_friends:1 BIGRAM_friends_friday:1 BIGRAM_friday_night:1 BIGRAM_night_decided:1 BIGRAM_decided_try:1 BIGRAM_try_hearing:1 BIGRAM_hearing_good:1 BIGRAM_good_things:1 BIGRAM_things_since:1 BIGRAM_since_re-opened:1 BIGRAM_re-opened_new:1 BIGRAM_new_management:1 BIGRAM_management_could:1 BIGRAM_could_n't:1 BIGRAM_n't_happier:1 BIGRAM_happier_experience:1 BIGRAM_experience_food:1 BIGRAM_food_excellent:1 BIGRAM_excellent_reasonably:1 BIGRAM_reasonably_priced:1 BIGRAM_priced_considering:1 BIGRAM_considering_could:1 BIGRAM_could_charge:1 BIGRAM_charge_food:1 BIGRAM_food_high:1 BIGRAM_high_quality:1 BIGRAM_quality_everything:1 BIGRAM_everything_fresh:1 BIGRAM_fresh_made:1 BIGRAM_made_scratch:1 BIGRAM_scratch_opinion:1 BIGRAM_opinion_search:1 BIGRAM_search_quality:1 BIGRAM_quality_food:1 BIGRAM_food_orange:1 BIGRAM_orange_park:1 
positive  	UNI_college:3 UNI_town:3 UNI_place:3 UNI_uptown:1 UNI_experience:1 UNI_best:1 UNI_food:1 UNI_'ve:1 UNI_ever:1 UNI_tasted:1 UNI_chef:1 UNI_famous:1 UNI_previous:1 UNI_personal:1 UNI_cook:1 UNI_rolling:1 UNI_stones:1 UNI_want:1 UNI_impress:1 UNI_girl:1 UNI_spend:1 UNI_parent:1 UNI_'s:1 UNI_money:1 UNI_afterall:1 UNI_say:1 BIGRAM_college_town:3 BIGRAM_town_place:1 BIGRAM_place_uptown:1 BIGRAM_uptown_experience:1 BIGRAM_experience_best:1 BIGRAM_best_food:1 BIGRAM_food_'ve:1 BIGRAM_'ve_ever:1 BIGRAM_ever_tasted:1 BIGRAM_tasted_chef:1 BIGRAM_chef_famous:1 BIGRAM_famous_previous:1 BIGRAM_previous_personal:1 BIGRAM_personal_cook:1 BIGRAM_cook_rolling:1 BIGRAM_rolling_stones:1 BIGRAM_stones_want:1 BIGRAM_want_impress:1 BIGRAM_impress_girl:1 BIGRAM_girl_place:1 BIGRAM_place_spend:1 BIGRAM_spend_parent:1 BIGRAM_parent_'s:1 BIGRAM_'s_money:1 BIGRAM_money_afterall:1 BIGRAM_afterall_say:1 BIGRAM_say_college:1 
positive  	UNI_always:1 UNI_go:1 UNI_laporta:1 UNI_'s:1 UNI_nice:1 UNI_dinner:1 UNI_special:1 UNI_occasion:1 UNI_monday:1 UNI_tuesday:1 UNI_specials:1 UNI_wonderful:1 UNI_mention:1 UNI_jazz:1 UNI_band:1 BIGRAM_always_go:1 BIGRAM_go_laporta:1 BIGRAM_laporta_'s:1 BIGRAM_'s_nice:1 BIGRAM_nice_dinner:1 BIGRAM_dinner_special:1 BIGRAM_special_occasion:1 BIGRAM_occasion_monday:1 BIGRAM_monday_tuesday:1 BIGRAM_tuesday_specials:1 BIGRAM_specials_wonderful:1 BIGRAM_wonderful_mention:1 BIGRAM_mention_jazz:1 BIGRAM_jazz_band:1 
positive  	UNI_great:1 UNI_food+great:1 UNI_decor+great:1 UNI_mariachi:1 UNI_band=great:1 UNI_atmosphere:1 BIGRAM_great_food+great:1 BIGRAM_food+great_decor+great:1 BIGRAM_decor+great_mariachi:1 BIGRAM_mariachi_band=great:1 BIGRAM_band=great_atmosphere:1 
positive  	UNI_place:1 UNI_top-notch:1 UNI_food:1 UNI_service:1 UNI_looks:1 UNI_like:1 UNI_straight:1 UNI_new:1 UNI_york:1 UNI_1946:1 UNI_check:1 UNI_web:1 UNI_site:1 UNI_www.fhaz.com/redendos:1 BIGRAM_place_top-notch:1 BIGRAM_top-notch_food:1 BIGRAM_food_service:1 BIGRAM_service_looks:1 BIGRAM_looks_like:1 BIGRAM_like_straight:1 BIGRAM_straight_new:1 BIGRAM_new_york:1 BIGRAM_york_1946:1 BIGRAM_1946_check:1 BIGRAM_check_web:1 BIGRAM_web_site:1 BIGRAM_site_www.fhaz.com/redendos:1 
positive  	UNI_sometimes:1 UNI_worth:1 UNI_trying:1 UNI_new:1 UNI_place:1 UNI_glad:1 UNI_great:3 UNI_night:1 UNI_city:1 UNI_food:1 UNI_excellent:1 BIGRAM_sometimes_worth:1 BIGRAM_worth_trying:1 BIGRAM_trying_new:1 BIGRAM_new_place:1 BIGRAM_place_glad:1 BIGRAM_glad_great:1 BIGRAM_great_night:1 BIGRAM_night_great:1 BIGRAM_great_city:1 BIGRAM_city_food:1 BIGRAM_food_excellent:1 
positive  	UNI_boss:1 UNI_ate:1 UNI_bar:1 UNI_ordered:1 UNI_filet:1 UNI_mignon:1 UNI_cooked:1 UNI_perfection:1 UNI_bartender/waitress:1 UNI_quite:1 UNI_friendly:1 UNI_described:1 UNI_restaurant:3 UNI_family:1 UNI_atmosphere:1 UNI_staff:1 UNI_diners:1 UNI_upscale:1 UNI_pretentious:1 UNI_fun:1 UNI_place:1 UNI_eat:1 UNI_really:1 UNI_good:1 UNI_food:1 BIGRAM_boss_ate:1 BIGRAM_ate_bar:1 BIGRAM_bar_ordered:1 BIGRAM_ordered_filet:1 BIGRAM_filet_mignon:1 BIGRAM_mignon_cooked:1 BIGRAM_cooked_perfection:1 BIGRAM_perfection_bartender/waitress:1 BIGRAM_bartender/waitress_quite:1 BIGRAM_quite_friendly:1 BIGRAM_friendly_described:1 BIGRAM_described_restaurant:1 BIGRAM_restaurant_family:1 BIGRAM_family_atmosphere:1 BIGRAM_atmosphere_staff:1 BIGRAM_staff_diners:1 BIGRAM_diners_restaurant:1 BIGRAM_restaurant_upscale:1 BIGRAM_upscale_pretentious:1 BIGRAM_pretentious_fun:1 BIGRAM_fun_place:1 BIGRAM_place_eat:1 BIGRAM_eat_really:1 BIGRAM_really_good:1 BIGRAM_good_food:1 
positive  	UNI_bubba:1 UNI_gump:1 UNI_restaurant:1 UNI_navy:1 UNI_pier:1 UNI_chicago:3 UNI_good:1 UNI_time:1 UNI_coconut:1 UNI_shrimp:1 UNI_delicious:1 UNI_treated:1 UNI_well:1 UNI_waiter:1 UNI_ireland:1 UNI_discussed:1 UNI_irish:1 UNI_bars:1 BIGRAM_bubba_gump:1 BIGRAM_gump_restaurant:1 BIGRAM_restaurant_navy:1 BIGRAM_navy_pier:1 BIGRAM_pier_chicago:1 BIGRAM_chicago_good:1 BIGRAM_good_time:1 BIGRAM_time_coconut:1 BIGRAM_coconut_shrimp:1 BIGRAM_shrimp_delicious:1 BIGRAM_delicious_treated:1 BIGRAM_treated_well:1 BIGRAM_well_waiter:1 BIGRAM_waiter_ireland:1 BIGRAM_ireland_discussed:1 BIGRAM_discussed_irish:1 BIGRAM_irish_bars:1 BIGRAM_bars_chicago:1 
positive  	UNI_got:1 UNI_hi-way:1 UNI_looking:1 UNI_place:3 UNI_eat:3 UNI_stumbled:1 UNI_georgia:3 UNI_pig:3 UNI_raining:1 UNI_looked:1 UNI_like:1 UNI_dump:1 UNI_hungry:1 UNI_turned:1 UNI_best:1 UNI_ribs:1 UNI_us:1 UNI_'re:1 UNI_canada:1 UNI_every:1 UNI_time:1 UNI_visit:1 UNI_florida:1 UNI_plan:1 UNI_go:1 UNI_recommend:1 UNI_canadian:1 UNI_snowbirds:1 BIGRAM_got_hi-way:1 BIGRAM_hi-way_looking:1 BIGRAM_looking_place:1 BIGRAM_place_eat:1 BIGRAM_eat_stumbled:1 BIGRAM_stumbled_georgia:1 BIGRAM_georgia_pig:3 BIGRAM_pig_raining:1 BIGRAM_raining_place:1 BIGRAM_place_looked:1 BIGRAM_looked_like:1 BIGRAM_like_dump:1 BIGRAM_dump_hungry:1 BIGRAM_hungry_turned:1 BIGRAM_turned_best:1 BIGRAM_best_ribs:1 BIGRAM_ribs_us:1 BIGRAM_us_'re:1 BIGRAM_'re_canada:1 BIGRAM_canada_every:1 BIGRAM_every_time:1 BIGRAM_time_visit:1 BIGRAM_visit_florida:1 BIGRAM_florida_plan:1 BIGRAM_plan_go:1 BIGRAM_go_georgia:1 BIGRAM_pig_eat:1 BIGRAM_eat_recommend:1 BIGRAM_recommend_canadian:1 BIGRAM_canadian_snowbirds:1 
positive  	UNI_restaurant:1 UNI_best:1 UNI_mexican:1 UNI_food:1 UNI_'ve:1 UNI_tasted:1 UNI_area:1 UNI_portions:1 UNI_huge:1 UNI_prices:1 UNI_exceptionally:1 UNI_low:1 UNI_great:1 UNI_margaritas:1 UNI_'ll:1 UNI_definitely:1 UNI_back:1 UNI_try:1 UNI_things:1 UNI_menu:1 BIGRAM_restaurant_best:1 BIGRAM_best_mexican:1 BIGRAM_mexican_food:1 BIGRAM_food_'ve:1 BIGRAM_'ve_tasted:1 BIGRAM_tasted_area:1 BIGRAM_area_portions:1 BIGRAM_portions_huge:1 BIGRAM_huge_prices:1 BIGRAM_prices_exceptionally:1 BIGRAM_exceptionally_low:1 BIGRAM_low_great:1 BIGRAM_great_margaritas:1 BIGRAM_margaritas_'ll:1 BIGRAM_'ll_definitely:1 BIGRAM_definitely_back:1 BIGRAM_back_try:1 BIGRAM_try_things:1 BIGRAM_things_menu:1 
